Year,Month,Day,StockName,Positive,Negative,Neutral,Total Tweets,Close,Volume,Open,High,Low,Day_of_week
2020,1,5,microsoft,2,1,2,5,158.8933333,20925026.67,157.4933333,159.3816667,157.0266667,Sunday
2020,1,5,tesla,12,4,7,23,89.73933333,63516166.67,88.096,90.47466667,87.79466667,Sunday
2020,1,5,nvidia,3,0,0,3,59.1825,24386576,58.31166667,59.36416667,58.05333333,Sunday
2020,1,6,apple,19,5,8,32,74.95,118578560,73.4475,74.99,73.1875,Monday
2020,1,6,microsoft,3,1,5,9,159.03,20826700,157.08,159.1,156.51,Monday
2020,1,6,tesla,14,6,13,33,90.308,50787500,88.094,90.312,88,Monday
2020,1,6,nvidia,1,0,0,1,59.265,26291248,58.08,59.3175,57.8175,Monday
2020,1,6,paypal,0,0,1,1,110.17,6766627,107.57,110.22,107.44,Monday
2020,1,7,apple,20,6,9,35,74.5975,111510640,74.96,75.225,74.37,Tuesday
2020,1,7,microsoft,5,3,9,17,157.58,21881740,159.32,159.67,157.32,Tuesday
2020,1,7,tesla,68,17,49,134,93.812,91045700,92.28,94.326,90.671,Tuesday
2020,1,7,nvidia,3,0,0,3,59.9825,31920576,59.55,60.4425,59.0975,Tuesday
2020,1,7,paypal,0,0,1,1,109.67,6916836,111.5,111.56,109.53,Tuesday
2020,1,8,apple,19,6,12,37,75.7975,132363800,74.29,76.11,74.289,Wednesday
2020,1,8,microsoft,13,3,6,22,160.09,27762030,158.93,160.8,157.9491,Wednesday
2020,1,8,tesla,59,23,52,134,98.428,155996950,94.74,99.698,93.646,Wednesday
2020,1,8,nvidia,1,0,0,1,60.095,27724068,59.94,60.51,59.5373,Wednesday
2020,1,8,paypal,2,0,0,2,111.82,8295189,110.4,112.64,109.82,Wednesday
2020,1,9,apple,30,6,15,51,77.4075,170486160,76.8088,77.6075,76.55,Thursday
2020,1,9,microsoft,11,4,6,21,162.09,21399950,161.835,162.215,161.03,Thursday
2020,1,9,tesla,45,11,40,96,96.268,142315950,99.42,99.76,94.574,Thursday
2020,1,9,nvidia,1,1,2,4,60.755,25544212,60.9625,61.4824,60.2137,Thursday
2020,1,9,paypal,2,0,2,4,112.57,5950181,112.99,113.56,111.59,Thursday
2020,1,10,apple,19,7,9,35,77.5825,140869080,77.65,78.1675,77.0625,Friday
2020,1,10,microsoft,22,3,4,29,161.34,20733950,162.824,163.22,161.18,Friday
2020,1,10,tesla,24,13,15,52,95.63,64884150,96.358,96.988,94.74,Friday
2020,1,10,nvidia,2,0,1,3,61.08,31646240,61.8325,62.1375,60.9375,Friday
2020,1,11,apple,9,1,2,12,78.135,134608346.7,77.73666667,78.53416667,77.30416667,Saturday
2020,1,11,microsoft,3,3,3,9,161.9866667,21034970,162.4693333,163.25,161.2066667,Saturday
2020,1,11,tesla,11,2,16,29,98.744,87647016.67,97.13866667,99.70066667,95.96,Saturday
2020,1,11,nvidia,2,0,1,3,61.71833333,31775428,61.86,62.50736667,61.1875,Saturday
2020,1,12,apple,8,0,7,15,78.6875,128347613.3,77.82333333,78.90083333,77.54583333,Sunday
2020,1,12,microsoft,4,0,3,7,162.6333333,21335990,162.1146667,163.28,161.2333333,Sunday
2020,1,12,tesla,9,5,10,24,101.858,110409883.3,97.91933333,102.4133333,97.18,Sunday
2020,1,12,nvidia,1,0,1,2,62.35666667,31904616,61.8875,62.87723333,61.4375,Sunday
2020,1,12,paypal,0,0,1,1,113.925,7801514,113.485,114.72,112.725,Sunday
2020,1,13,apple,13,3,9,25,79.24,122086880,77.91,79.2675,77.7875,Monday
2020,1,13,microsoft,16,1,7,24,163.28,21637010,161.76,163.31,161.26,Monday
2020,1,13,tesla,62,24,73,159,104.972,133172750,98.7,105.126,98.4,Monday
2020,1,13,nvidia,3,0,2,5,62.995,32033804,61.915,63.2471,61.6875,Monday
2020,1,13,paypal,1,0,0,1,115.28,9652847,113.98,115.88,113.86,Monday
2020,1,14,apple,24,8,17,49,78.17,162613840,79.175,79.3925,78.0425,Tuesday
2020,1,14,microsoft,15,6,28,49,162.13,23500780,163.39,163.6,161.72,Tuesday
2020,1,14,tesla,54,27,66,147,107.584,145306900,108.851,109.482,104.98,Tuesday
2020,1,14,nvidia,1,0,1,2,61.82,35957932,62.565,62.82,61.6875,Tuesday
2020,1,14,paypal,0,0,1,1,114.64,7182707,115.515,115.59,114.12,Tuesday
2020,1,15,apple,19,8,16,43,77.835,121923520,77.9625,78.875,77.3875,Wednesday
2020,1,15,microsoft,18,2,13,33,163.18,21417870,162.62,163.94,162.57,Wednesday
