Year,Month,Day,StockName,Positive,Negative,Neutral,Total Tweets,Close,Volume,Open,High,Low,Day_of_week
2020,6,15,apple,27,4,13,44,85.7475,138808920,83.3125,86.42,83.145,Monday
2020,6,15,microsoft,22,4,6,32,188.94,32770190,184.58,190.82,184.01,Monday
2020,6,15,tesla,26,12,26,64,198.18,78485900,183.558,199.768,181.7,Monday
2020,6,15,nvidia,7,1,6,14,91.7375,40000200,88.1525,91.8225,87.4375,Monday
2020,6,15,paypal,0,0,6,6,157.55,5117394,152.63,157.92,152.22,Monday
2020,6,16,apple,24,1,28,53,88.02,165428720,87.865,88.3,86.18,Tuesday
2020,6,16,microsoft,27,4,10,41,193.57,42556660,192.89,195.58,191.46,Tuesday
2020,6,16,tesla,29,7,28,64,196.426,70255400,202.37,202.576,192.478,Tuesday
2020,6,16,nvidia,4,0,4,8,90.685,53571520,92.25,92.6675,88.3875,Tuesday
2020,6,16,paypal,4,0,0,4,161.22,6539467,160.19,162.83,158.3,Tuesday
2020,6,17,apple,29,3,19,51,87.8975,114406520,88.7875,88.85,87.7725,Wednesday
2020,6,17,microsoft,28,4,21,53,194.24,25687820,195.03,196.32,193.69,Wednesday
2020,6,17,tesla,21,9,24,54,198.358,49454000,197.542,201,196.5142,Wednesday
2020,6,17,nvidia,2,0,5,7,92.36,40830560,91.1375,92.99,90.7025,Wednesday
2020,6,17,paypal,2,0,2,4,163.83,5582620,162.84,164.9597,161.66,Wednesday
2020,6,18,apple,39,3,11,53,87.9325,96820400,87.8525,88.3625,87.305,Thursday
2020,6,18,microsoft,34,0,16,50,196.32,23061650,194,196.49,194,Thursday
2020,6,18,tesla,25,10,35,70,200.792,48759680,200.6,203.84,198.8942,Thursday
2020,6,18,nvidia,7,1,5,13,92.18,25440952,92.27,92.825,91.145,Thursday
2020,6,18,paypal,0,4,6,10,168.05,8583734,164.72,168.83,164.31,Thursday
2020,6,19,apple,39,8,32,79,87.43,264475800,88.6587,89.14,86.2875,Friday
2020,6,19,microsoft,20,4,10,34,195.15,44441140,198.59,199.29,194.37,Friday
2020,6,19,tesla,29,10,21,60,200.18,43398745,202.556,203.194,198.268,Friday
2020,6,19,nvidia,5,1,5,11,92.6125,52416040,92.425,94.45,92.2734,Friday
2020,6,19,paypal,0,26,0,26,164.36,11332670,170.6,171.12,164.01,Friday
2020,6,20,apple,14,7,19,40,88.1925,221465626.7,88.38413333,89.38166667,86.7875,Saturday
2020,6,20,microsoft,2,0,2,4,196.9566667,40567070,197.6566667,199.78,194.6567,Saturday
2020,6,20,tesla,14,2,17,33,199.7413333,39536413.33,201.7006667,202.7213333,198.18,Saturday
2020,6,20,nvidia,1,0,3,4,93.94,46131344,92.7125,94.88125,92.5032,Saturday
2020,6,20,paypal,2,0,0,2,167.31,9563245.5,168.09,171.01,164.78,Saturday
2020,6,21,apple,12,9,13,34,88.955,178455453.3,88.10956667,89.62333333,87.2875,Sunday
2020,6,21,microsoft,4,2,2,8,198.7633333,36693000,196.7233333,200.27,194.9434,Sunday
2020,6,21,tesla,16,5,10,31,199.3026667,35674081.67,200.8453333,202.2486667,198.092,Sunday
2020,6,22,apple,49,6,35,90,89.7175,135445280,87.835,89.865,87.7875,Monday
2020,6,22,microsoft,27,8,25,60,200.57,32818930,195.79,200.76,195.2301,Monday
2020,6,22,tesla,31,7,19,57,198.864,31811750,199.99,201.776,198.004,Monday
2020,6,22,nvidia,8,0,4,12,95.2675,39846648,93,95.3125,92.733,Monday
2020,6,22,paypal,4,0,0,4,170.26,7793821,165.58,170.9,165.55,Monday
2020,6,23,apple,57,14,58,129,91.6325,212155480,91,93.095,90.5675,Tuesday
2020,6,23,microsoft,41,3,18,62,201.91,30917450,202.09,203.95,201.425,Tuesday
2020,6,23,tesla,22,8,17,47,200.356,31826355,199.776,202.4,198.802,Tuesday
2020,6,23,nvidia,7,1,7,15,94.5,37510740,95.51,96.425,94.075,Tuesday
2020,6,23,paypal,0,0,6,6,172.79,7693874,172,175.4,170.4,Tuesday
2020,6,24,apple,38,3,29,70,90.015,192623400,91.25,92.1975,89.63,Wednesday
2020,6,24,microsoft,22,2,18,42,197.84,36740650,201.604,203.25,196.56,Wednesday
2020,6,24,tesla,22,12,23,57,192.17,54797950,198.822,200.1769,190.6283,Wednesday
2020,6,24,nvidia,7,0,4,11,92.355,44937080,94.7625,95.5638,91.445,Wednesday
2020,6,24,paypal,0,2,2,4,168,8931751,170.595,173.48,164.29,Wednesday
2020,6,25,apple,26,5,25,56,91.21,137522520,90.175,91.25,89.3925,Thursday
2020,6,25,microsoft,27,1,8,36,200.34,27803930,197.8,200.61,195.4675,Thursday
2020,6,25,tesla,26,5,23,54,197.196,46272745,190.854,197.196,187.43,Thursday
2020,6,25,nvidia,4,1,3,8,94.9,37607200,93.5575,95.05,91.8225,Thursday
2020,6,26,apple,31,7,27,65,88.4075,205256840,91.1025,91.33,88.255,Friday
2020,6,26,microsoft,19,4,12,35,196.33,54675780,199.73,199.89,194.88,Friday
2020,6,26,tesla,20,8,19,47,191.948,44274540,198.956,199,190.974,Friday
2020,6,26,nvidia,6,0,11,17,91.55,59208560,95,95,91.25,Friday
2020,6,26,paypal,2,2,2,6,170.87,8158658,173.71,173.71,168.6,Friday
2020,6,27,apple,26,3,20,49,89.08666667,180386586.7,90.1725,91.0678,88.11,Saturday
2020,6,27,microsoft,6,6,4,16,197.0333333,45351050,198.4133333,199.4366667,194.4366667,Saturday
2020,6,27,tesla,10,3,11,24,195.2553333,44560366.67,197.238,200,190.5506667,Saturday
2020,6,27,nvidia,0,1,1,2,91.7,50880644,93.89916667,94.015,90.5,Saturday
2020,6,28,apple,23,4,15,42,89.76583333,155516333.3,89.2425,90.8056,87.965,Sunday
2020,6,28,microsoft,5,1,5,11,197.7366667,36026320,197.0966667,198.9833333,193.9933333,Sunday
2020,6,28,tesla,15,2,11,28,198.5626667,44846193.33,195.52,201,190.1273333,Sunday
2020,6,28,nvidia,2,0,2,4,91.85,42552728,92.79833333,93.03,89.75,Sunday
2020,6,28,paypal,0,2,2,4,169.61,6791180,172.595,172.595,167.08,Sunday
2020,6,29,apple,24,10,24,58,90.445,130646080,88.3125,90.5434,87.82,Monday
2020,6,29,microsoft,26,6,8,40,198.44,26701590,195.78,198.53,193.55,Monday
2020,6,29,tesla,30,17,31,78,201.87,45132020,193.802,202,189.704,Monday
2020,6,29,nvidia,2,2,1,5,92,34224812,91.6975,92.045,89,Monday
2020,6,29,paypal,0,0,2,2,168.35,5423702,171.48,171.48,165.56,Monday
2020,6,30,microsoft,25,5,11,41,203.51,34310280,197.882,204.4,197.74,Tuesday
2020,6,30,tesla,55,15,50,120,215.962,84592500,201.3,217.538,200.746,Tuesday
2020,6,30,nvidia,4,0,5,9,94.9775,36789200,93.1399,95.2625,92.665,Tuesday
2020,6,30,paypal,2,2,2,6,174.23,6831902,170.7,174.69,169.41,Tuesday
2020,7,1,apple,27,4,28,59,91.0275,110737240,91.28,91.84,90.9775,Wednesday
2020,7,1,microsoft,17,3,13,33,204.7,32061210,203.14,206.35,201.77,Wednesday
2020,7,1,tesla,57,21,62,140,223.926,66634500,216.6,227.066,216.1,Wednesday
2020,7,1,nvidia,3,0,4,7,95.3,32664680,95.2075,95.7567,94.13,Wednesday
2020,7,1,paypal,2,0,0,2,177.43,6869584,174.625,178.2348,172.56,Wednesday
2020,7,2,apple,46,3,15,64,91.0275,114041480,91.9625,92.6175,90.91,Thursday
2020,7,2,microsoft,20,5,7,32,206.26,29315760,205.68,208.02,205,Thursday
2020,7,2,tesla,97,39,87,223,241.732,86250600,244.296,245.6,237.12,Thursday
2020,7,2,nvidia,4,1,3,8,96.1225,36405408,96.39,97.375,95.7825,Thursday
2020,7,2,paypal,0,2,4,6,177.21,5943623,179.69,179.8,176.72,Thursday
2020,7,3,apple,23,1,9,33,91.63625,115195020,92.096875,92.949375,91.299375,Friday
2020,7,3,microsoft,11,1,7,19,207.37,29961227.5,206.4685,208.7975,205.7725,Friday
2020,7,3,tesla,34,10,28,72,249.878,90400275,247.0565,253.0895,241.1422,Friday
2020,7,3,nvidia,10,0,1,11,96.69,35201399,96.646875,97.803125,96.118125,Friday
2020,7,3,paypal,0,0,2,2,176.8666667,6745191.667,179.89,180.28,175.9666667,Friday
2020,7,4,apple,17,1,16,34,92.245,116348560,92.23125,93.28125,91.68875,Saturday
2020,7,4,microsoft,3,1,3,7,208.48,30606695,207.257,209.575,206.545,Saturday
2020,7,4,tesla,17,7,10,34,258.024,94549950,249.817,260.579,245.1644,Saturday
2020,7,4,nvidia,6,0,2,8,97.2575,33997390,96.90375,98.23125,96.45375,Saturday
2020,7,5,apple,14,3,32,49,92.85375,117502100,92.365625,93.613125,92.078125,Sunday
2020,7,5,microsoft,4,1,5,10,209.59,31252162.5,208.0455,210.3525,207.3175,Sunday
2020,7,5,tesla,29,6,16,51,266.17,98699625,252.5775,268.0685,249.1866,Sunday
2020,7,5,nvidia,9,0,2,11,97.825,32793381,97.160625,98.659375,96.789375,Sunday
2020,7,5,paypal,2,0,0,2,176.5233333,7546760.333,180.09,180.76,175.2133333,Sunday
2020,7,6,apple,27,4,22,53,93.4625,118655640,92.5,93.945,92.4675,Monday
2020,7,6,microsoft,14,5,13,32,210.7,31897630,208.834,211.13,208.09,Monday
2020,7,6,tesla,75,21,87,183,274.316,102849300,255.338,275.558,253.2088,Monday
2020,7,6,nvidia,10,1,3,14,98.3925,31589372,97.4175,99.0875,97.125,Monday
2020,7,6,paypal,0,2,0,2,176.18,8348329,180.29,181.24,174.46,Monday
2020,7,7,apple,36,3,22,61,93.1725,112424440,93.8525,94.655,93.0575,Tuesday
2020,7,7,microsoft,26,4,24,54,208.25,33600730,210.45,214.67,207.99,Tuesday
2020,7,7,tesla,87,16,58,161,277.972,107448300,281.002,285.9,267.342,Tuesday
2020,7,7,nvidia,9,0,7,16,98.7175,35779972,99.4625,100.7,98.5075,Tuesday
2020,7,7,paypal,2,2,0,4,177.28,5529363,177.69,179.95,176.31,Tuesday
2020,7,8,apple,28,10,20,58,95.3425,117091880,94.18,95.375,94.09,Wednesday
2020,7,8,microsoft,15,6,25,46,212.83,33600030,210.07,213.26,208.69,Wednesday
2020,7,8,tesla,50,18,49,117,273.176,81556550,281,283.452,262.268,Wednesday
2020,7,8,nvidia,8,1,6,15,102.16,36548052,99.9375,102.25,99.655,Wednesday
2020,7,8,paypal,0,0,2,2,181.57,7233512,178.89,182.64,178.5,Wednesday
2020,7,9,apple,52,5,23,80,95.6825,125642600,96.2625,96.3175,94.6725,Thursday
2020,7,9,microsoft,28,2,16,46,214.32,33121680,216.33,216.38,211.47,Thursday
2020,7,9,tesla,52,18,42,112,278.856,58588000,279.398,281.712,270.256,Thursday
2020,7,9,nvidia,15,1,2,18,105.09,49454720,103.8025,105.7,102.335,Thursday
2020,7,10,apple,30,8,18,56,95.92,90257320,95.335,95.98,94.7052,Friday
2020,7,10,microsoft,17,4,28,49,213.67,26177630,213.62,214.08,211.08,Friday
2020,7,10,tesla,113,45,102,260,308.93,116687750,279.2,309.783,275.202,Friday
2020,7,10,nvidia,10,4,8,22,104.7925,49767480,105.8875,106.5525,103.7875,Friday
2020,7,10,paypal,0,0,4,4,178.4,7583166,181.63,182.52,177.13,Friday
2020,7,11,apple,37,6,29,72,95.7725,124054600,95.97833333,97.305,94.8893,Saturday
2020,7,11,microsoft,6,0,4,10,211.47,30163623.33,213.9066667,214.6533333,209.5533333,Saturday
2020,7,11,tesla,51,22,51,124,305.7573333,142767433.3,296.7333333,326.188,281.542,Saturday
2020,7,11,nvidia,8,1,4,13,103.3691667,48414146.67,105.9083333,107.0091667,102.6083333,Saturday
2020,7,11,paypal,0,2,0,2,176.1033333,8467037.333,181.2266667,181.9,175,Saturday
2020,7,12,apple,38,1,11,50,95.625,157851880,96.62166667,98.63,95.0734,Sunday
2020,7,12,microsoft,14,0,2,16,209.27,34149616.67,214.1933333,215.2266667,208.0266667,Sunday
2020,7,12,tesla,34,8,27,69,302.5846667,168847116.7,314.2666667,342.593,287.882,Sunday
2020,7,12,nvidia,9,0,2,11,101.9458333,47060813.33,105.9291667,107.4658333,101.4291667,Sunday
2020,7,12,paypal,0,0,2,2,173.8066667,9350908.667,180.8233333,181.28,172.87,Sunday
2020,7,13,apple,63,13,49,125,95.4775,191649160,97.265,99.955,95.2575,Monday
2020,7,13,microsoft,67,12,40,119,207.07,38135610,214.48,215.8,206.5,Monday
2020,7,13,tesla,196,65,154,415,299.412,194926800,331.8,358.998,294.222,Monday
2020,7,13,nvidia,9,1,3,13,100.5225,45707480,105.95,107.9225,100.25,Monday
2020,7,13,paypal,2,0,4,6,171.51,10234780,180.42,180.66,170.74,Monday
2020,7,14,apple,66,3,35,104,97.0575,170989360,94.84,97.255,93.8775,Tuesday
2020,7,14,microsoft,35,3,24,62,208.35,37591820,206.13,208.85,202.03,Tuesday
2020,7,14,tesla,88,37,99,224,303.36,117090700,311.2,318,286.2,Tuesday
2020,7,14,nvidia,6,1,4,11,103.77,54267440,100.75,104.0275,97.855,Tuesday
2020,7,15,apple,54,18,44,116,97.725,153197920,98.99,99.2475,96.49,Wednesday
2020,7,15,microsoft,32,11,23,66,208.04,32179410,209.56,211.33,205.03,Wednesday
2020,7,15,tesla,72,20,69,161,309.202,81839150,308.6,310,291.4,Wednesday
2020,7,15,nvidia,9,0,3,12,102.2725,40398480,104.1425,104.33,100.5575,Wednesday
2020,7,16,apple,48,8,40,96,96.5225,110577680,96.5625,97.405,95.905,Thursday
2020,7,16,microsoft,14,12,21,47,203.92,29940650,205.4,205.7,202.31,Thursday
2020,7,16,tesla,40,20,47,107,300.128,71503950,295.432,306.342,293.2,Thursday
2020,7,16,nvidia,4,0,1,5,101.3475,34496472,100.15,102.0675,98.955,Thursday
2020,7,17,apple,44,5,23,72,96.3275,92186920,96.9875,97.1475,95.84,Friday
2020,7,17,microsoft,23,2,14,39,202.88,31635280,204.47,205.04,201.39,Friday
2020,7,17,tesla,29,2,36,67,300.168,46649860,302.69,307.502,298,Friday
2020,7,17,nvidia,2,2,4,8,102.015,26628464,102.255,102.485,100.8775,Friday
2020,7,17,paypal,0,2,8,10,173.92,7353955,171.5,174.56,169.54,Friday
2020,7,18,apple,33,2,13,48,97.00416667,91563920,96.7971,97.59833333,95.91416667,Saturday
2020,7,18,microsoft,4,1,8,13,205.7866667,33385133.33,204.6466667,207.46,201.93,Saturday
2020,7,18,tesla,21,7,20,48,309.6453333,59635523.33,303.0606667,315.0013333,297.8666667,Saturday
2020,7,18,nvidia,8,1,0,9,103.0458333,27247337.33,102.4175,103.4275,101.1075,Saturday
2020,7,19,apple,39,2,23,64,97.68083333,90940920,96.6067,98.04916667,95.98833333,Sunday
2020,7,19,microsoft,9,1,11,21,208.6933333,35134986.67,204.8233333,209.88,202.47,Sunday
2020,7,19,tesla,23,7,29,59,319.1226667,72621186.67,303.4313333,322.5006667,297.7333333,Sunday
2020,7,19,nvidia,7,0,1,8,104.0766667,27866210.67,102.58,104.37,101.3375,Sunday
2020,7,20,apple,54,7,23,84,98.3575,90317920,96.4163,98.5,96.0625,Monday
2020,7,20,microsoft,38,6,26,70,211.6,36884840,205,212.3,203.01,Monday
2020,7,20,tesla,67,25,53,145,328.6,85606850,303.802,330,297.6,Monday
2020,7,20,nvidia,6,1,7,14,105.1075,28485084,102.7425,105.3125,101.5675,Monday
2020,7,20,paypal,0,0,4,4,178.82,6025037,174.65,179.64,172.68,Monday
2020,7,21,apple,49,4,34,87,97,103645840,99.1725,99.25,96.7425,Tuesday
2020,7,21,microsoft,32,6,28,66,208.75,38105780,213.66,213.94,208.03,Tuesday
2020,7,21,tesla,62,22,69,153,313.672,80786400,327.986,335,311.6,Tuesday
2020,7,21,nvidia,2,1,3,6,103.285,27766684,105.13,105.5993,102.8675,Tuesday
2020,7,21,paypal,0,0,2,2,175.58,5701784,179.25,179.46,174.32,Tuesday
2020,7,22,apple,46,8,23,77,97.2725,89001640,96.6925,97.975,96.6025,Wednesday
2020,7,22,microsoft,67,12,36,115,211.75,49605690,209.2,212.3,208.39,Wednesday
2020,7,22,tesla,145,49,171,365,318.466,70805400,319.8,325.284,312.4,Wednesday
2020,7,22,nvidia,5,1,2,8,104.3875,36729084,103.675,106.025,102.9156,Wednesday
2020,7,22,paypal,0,0,4,4,178.42,4669007,176.16,179.49,175.73,Wednesday
2020,7,23,apple,41,10,41,92,92.845,197004440,96.9985,97.0775,92.0097,Thursday
2020,7,23,microsoft,33,15,28,76,202.54,67457040,207.19,210.92,202.15,Thursday
2020,7,23,tesla,109,45,130,284,302.614,121642500,335.79,337.8,296.154,Thursday
2020,7,23,nvidia,8,0,4,12,101.2975,41166120,104.5,105.47,100.3125,Thursday
2020,7,23,paypal,0,4,0,4,173.86,6999615,178.15,180.75,171.94,Thursday
2020,7,24,apple,51,12,41,104,92.615,185438880,90.9875,92.97,89.145,Friday
2020,7,24,microsoft,25,11,15,51,201.3,39826990,200.42,202.86,197.51,Friday
2020,7,24,tesla,71,24,59,154,283.4,96983100,283.202,293,273.308,Friday
2020,7,24,nvidia,3,1,3,7,101.945,47329200,98.75,103.6475,97.77,Friday
2020,7,24,paypal,0,0,2,2,172.56,6256092,171.08,173.6,169.08,Friday
2020,7,25,apple,25,4,22,51,93.34666667,164030653.3,91.895,93.615,90.59,Saturday
2020,7,25,microsoft,9,1,8,18,202.15,36604950,200.77,203.23,198.6266667,Saturday
2020,7,25,tesla,29,11,21,61,291.5733333,91403183.33,284.468,298.5293333,276.4053667,Saturday
2020,7,25,nvidia,9,0,1,10,102.7016667,41290473.33,99.94083333,103.9041667,99.23916667,Saturday
2020,7,26,apple,27,5,17,49,94.07833333,142622426.7,92.8025,94.26,92.035,Sunday
2020,7,26,microsoft,8,3,4,15,203,33382910,201.12,203.6,199.7433333,Sunday
2020,7,26,tesla,20,5,18,43,299.7466667,85823266.67,285.734,304.0586667,279.5027333,Sunday
2020,7,26,nvidia,12,0,1,13,103.4583333,35251746.67,101.1316667,104.1608333,100.7083333,Sunday
2020,7,26,paypal,0,0,2,2,175.27,6562438,172.5,176.03,170.735,Sunday
2020,7,27,apple,41,6,32,79,94.81,121214200,93.71,94.905,93.48,Monday
2020,7,27,microsoft,37,4,14,55,203.85,30160870,201.47,203.97,200.86,Monday
2020,7,27,tesla,47,16,50,113,307.92,80243350,287,309.588,282.6001,Monday
2020,7,27,nvidia,6,1,4,11,104.215,29213020,102.3225,104.4175,102.1775,Monday
2020,7,27,paypal,0,0,2,2,177.98,6868784,173.92,178.46,172.39,Monday
2020,7,28,apple,35,1,25,61,93.2525,103625520,94.3675,94.5497,93.2475,Tuesday
2020,7,28,microsoft,28,4,21,53,202.02,23251390,203.61,204.7,201.74,Tuesday
2020,7,28,tesla,40,14,35,89,295.298,79043500,300.8,312.94,294.884,Tuesday
2020,7,28,nvidia,7,1,4,12,102.155,27163604,103.7425,103.82,102.0925,Tuesday
2020,7,28,paypal,0,0,2,2,176.27,6125669,178.01,179.58,176.0102,Tuesday
2020,7,29,apple,43,11,33,87,95.04,90329240,93.75,95.23,93.7125,Wednesday
2020,7,29,microsoft,32,4,20,56,204.06,19632600,202.5,204.65,202.01,Wednesday
2020,7,29,tesla,40,12,36,88,299.822,47134465,300.2,306.962,297.4,Wednesday
2020,7,29,nvidia,4,1,8,13,104.655,28450768,103.908,105.1625,103.47,Wednesday
2020,7,29,paypal,14,0,12,26,184.6,15436640,178.45,185.44,178.27,Wednesday
2020,7,30,apple,111,13,115,239,96.19,158130040,94.1875,96.2975,93.7675,Thursday
2020,7,30,microsoft,35,6,32,73,203.9,25079600,201,204.46,199.57,Thursday
2020,7,30,tesla,26,10,24,60,297.498,38105195,297.6,302.648,294.2,Thursday
2020,7,30,nvidia,6,1,4,11,106.14,30888016,103.75,106.2305,102.9525,Thursday
2020,7,30,paypal,10,2,20,32,192.51,16803590,191.81,198.6599,189.1314,Thursday
2020,7,31,apple,124,35,109,268,106.26,374295480,102.8838,106.415,100.825,Friday
2020,7,31,microsoft,27,7,28,62,205.01,51247970,204.4,205.1,199.01,Friday
2020,7,31,tesla,32,10,48,90,286.152,61234800,303,303.41,284.196,Friday
2020,7,31,nvidia,6,0,3,9,106.1475,38628600,105.6325,107.665,104.33,Friday
2020,7,31,paypal,2,0,0,2,196.07,10865370,193.05,196.35,191.69,Friday
2020,8,1,apple,36,5,41,82,107.1525,352247453.3,104.6558667,108.1554667,103.1808333,Saturday
2020,8,1,microsoft,16,6,22,44,208.8533333,60492983.33,206.7733333,209.28,202.82,Saturday
2020,8,1,tesla,21,4,13,38,289.768,55505443.33,298.6133333,302.9273333,285.7563,Saturday
2020,8,1,nvidia,8,0,1,9,107.4658333,39519680,106.1966667,108.7725,105.2708333,Saturday
2020,8,2,apple,24,3,20,47,108.045,330199426.7,106.4279333,109.8959333,105.5366667,Sunday
2020,8,2,microsoft,11,5,11,27,212.6966667,69737996.67,209.1466667,213.46,206.63,Sunday
2020,8,2,tesla,22,7,16,45,293.384,49776086.67,294.2266667,302.4446667,287.3166,Sunday
2020,8,2,nvidia,8,0,1,9,108.7841667,40410760,106.7608333,109.88,106.2116667,Sunday
2020,8,2,paypal,0,2,0,2,196.57,9413508,195.65,197.875,193.455,Sunday
2020,8,3,apple,51,13,61,125,108.9375,308151400,108.2,111.6364,107.8925,Monday
2020,8,3,microsoft,65,13,67,145,216.54,78983010,211.52,217.64,210.44,Monday
2020,8,3,tesla,21,7,24,52,297,44046730,289.84,301.962,288.8769,Monday
2020,8,3,nvidia,6,2,4,12,110.1025,41301840,107.325,110.9875,107.1525,Monday
2020,8,3,paypal,4,0,4,8,197.07,7961646,198.25,199.4,195.22,Monday
2020,8,4,apple,45,8,53,106,109.665,172792360,109.1325,110.79,108.3875,Tuesday
2020,8,4,microsoft,40,7,35,82,213.29,49280060,214.17,214.77,210.31,Tuesday
2020,8,4,tesla,25,3,22,50,297.4,42074950,299.002,305.482,292.4,Tuesday
2020,8,4,nvidia,6,0,3,9,112.2775,31033560,110.5,112.2775,109.06,Tuesday
2020,8,4,paypal,4,0,2,6,197.33,5771585,196.35,199.1,195.5206,Tuesday
2020,8,5,apple,39,11,36,86,110.0625,121991960,109.3775,110.3925,108.8975,Wednesday
2020,8,5,microsoft,48,14,34,96,212.94,28858620,214.9,215,211.57,Wednesday
2020,8,5,tesla,31,7,31,69,297.004,24890075,298.598,299.9677,293.662,Wednesday
2020,8,5,nvidia,5,1,6,12,112.8675,25049972,112.44,113.7168,111.6625,Wednesday
2020,8,5,paypal,2,0,6,8,202.91,7573326,199,204.23,198.09,Wednesday
2020,8,6,apple,60,17,35,112,113.9025,202428920,110.405,114.4125,109.7975,Thursday
2020,8,6,microsoft,33,6,26,65,216.35,32656840,212.34,216.3705,211.55,Thursday
2020,8,6,tesla,32,8,21,61,297.916,29961565,298.166,303.462,295.452,Thursday
2020,8,6,nvidia,7,0,1,8,113.355,24431568,113.4975,113.58,111.7875,Thursday
2020,8,6,paypal,0,2,2,4,204.09,5821425,202,204.16,198.88,Thursday
2020,8,7,apple,47,18,28,93,111.1125,198045600,113.205,113.675,110.2925,Friday
2020,8,7,microsoft,26,7,12,45,212.48,27820420,214.85,215.7,210.93,Friday
2020,8,7,tesla,25,13,23,61,290.542,44482100,299.9074,299.95,283.002,Friday
2020,8,7,nvidia,0,0,4,4,111.995,34251596,113.125,115.0475,110.375,Friday
2020,8,8,apple,20,9,15,44,111.6508333,202831546.7,113.0033333,113.7083333,110.195,Saturday
2020,8,8,microsoft,6,2,5,13,211.07,30785766.67,213.79,214.4266667,209.4033333,Saturday
2020,8,8,tesla,8,6,12,26,288.266,42191840,296.4716,297.1333333,281.0573333,Saturday
2020,8,8,nvidia,7,1,1,9,111.88,37094264,113.1975,114.7258333,109.7716667,Saturday
2020,8,8,paypal,2,0,0,2,198.705,7306812,200.35,202.005,195.285,Saturday
2020,8,9,apple,11,6,9,26,112.1891667,207617493.3,112.8016667,113.7416667,110.0975,Sunday
2020,8,9,microsoft,5,0,4,9,209.66,33751113.33,212.73,213.1533333,207.8766667,Sunday
2020,8,9,tesla,10,1,8,19,285.99,39901580,293.0358,294.3166667,279.1126667,Sunday
2020,8,9,nvidia,8,0,1,9,111.765,39936932,113.27,114.4041667,109.1683333,Sunday
2020,8,10,apple,39,5,26,70,112.7275,212403440,112.6,113.775,110,Monday
2020,8,10,microsoft,26,4,18,48,208.25,36716460,211.67,211.88,206.35,Monday
2020,8,10,tesla,26,4,21,51,283.714,37611320,289.6,291.5,277.168,Monday
2020,8,10,nvidia,3,1,5,9,111.65,42779600,113.3425,114.0825,108.565,Monday
2020,8,10,paypal,0,0,2,2,193.32,8792199,198.7,199.85,191.69,Monday
2020,8,11,apple,42,14,46,102,109.375,187902360,111.9688,112.4825,109.1067,Tuesday
2020,8,11,microsoft,31,11,26,68,203.38,36446460,207.155,207.65,203.14,Tuesday
2020,8,11,tesla,60,19,55,134,274.878,43129170,279.2,284,273,Tuesday
2020,8,11,nvidia,5,0,3,8,108.5,35451052,110.7375,111.3675,107.9575,Tuesday
2020,8,11,paypal,4,0,0,4,189.03,9155292,192,193.535,186.52,Tuesday
2020,8,12,apple,38,14,32,84,113.01,165944840,110.4975,113.275,110.2975,Wednesday
2020,8,12,microsoft,31,7,20,58,209.19,28041360,205.29,210.28,204.75,Wednesday
2020,8,12,tesla,77,34,99,210,310.952,109494150,294,317,287,Wednesday
2020,8,12,nvidia,10,1,4,15,114.4025,46494280,109.9075,114.67,109.5825,Wednesday
2020,8,12,paypal,4,0,0,4,191.32,7939997,190,192.51,189.4,Wednesday
2020,8,13,apple,55,19,44,118,115.01,210082080,114.43,116.0425,113.9275,Thursday
2020,8,13,microsoft,22,5,15,42,208.7,22588870,209.44,211.35,208.15,Thursday
2020,8,13,tesla,62,24,57,143,324.2,102126550,322.2,330.236,313.452,Thursday
2020,8,13,nvidia,7,2,1,10,114.43,37445956,115.46,117.2175,113.5575,Thursday
2020,8,13,paypal,0,0,4,4,193.07,10082360,192.1,195.13,191.48,Thursday
2020,8,14,apple,51,12,31,94,114.9075,165565200,114.8288,115,113.045,Friday
2020,8,14,microsoft,19,3,14,36,208.9,17958940,208.76,209.59,207.51,Friday
2020,8,14,tesla,55,15,36,106,330.142,62888050,332.998,333.76,325.328,Friday
2020,8,14,nvidia,3,0,5,8,115.64,36643616,115.3,117.0475,114.405,Friday
2020,8,15,apple,27,5,9,41,114.8075,150230613.3,115.2400333,115.3625,113.3508333,Saturday
2020,8,15,microsoft,4,1,4,9,209.36,18700880,209.04,210.1224667,207.9783333,Saturday
2020,8,15,tesla,25,6,19,50,342.4706667,75662566.67,333.7986667,345.564,328.4073333,Saturday
2020,8,15,nvidia,11,0,2,13,118.2166667,45139104,116.3708333,119.3975,115.6606333,Saturday
2020,8,16,apple,30,4,19,53,114.7075,134896026.7,115.6512667,115.725,113.6566667,Sunday
2020,8,16,microsoft,3,2,5,10,209.82,19442820,209.32,210.6549333,208.4466667,Sunday
2020,8,16,tesla,16,4,14,34,354.7993333,88437083.33,334.5993333,357.368,331.4866667,Sunday
2020,8,16,nvidia,6,0,2,8,120.7933333,53634592,117.4416667,121.7475,116.9162667,Sunday
2020,8,16,paypal,0,0,2,2,194.68,8180818.5,193.01,196.275,192.365,Sunday
2020,8,17,apple,40,5,18,63,114.6075,119561440,116.0625,116.0875,113.9625,Monday
2020,8,17,microsoft,17,2,12,31,210.28,20184760,209.6,211.1874,208.915,Monday
2020,8,17,tesla,76,20,90,186,367.128,101211600,335.4,369.172,334.566,Monday
2020,8,17,nvidia,10,1,8,19,123.37,62130080,118.5125,124.0975,118.1719,Monday
2020,8,17,paypal,0,0,2,2,196.29,6279277,193.92,197.42,193.25,Monday
