,Stock name,Date,Year,Month,Day,dayOfWeek,Close,Open,High,Low,Volume,Positive,Negative,Neutral,Total_Tweets
0,NVDA,2020-01-01,2020,1,1,Wednesday,59.9775,59.6875,59.9775,59.18,23767876.0,1,0,0,1
1,NVDA,2020-01-02,2020,1,2,Thursday,59.9775,59.6875,59.9775,59.18,23767876.0,2,0,1,3
2,NVDA,2020-01-03,2020,1,3,Friday,59.0175,58.775,59.4575,58.525,20577232.0,2,0,1,3
3,NVDA,2020-01-04,2020,1,4,Saturday,59.1,58.54333333333333,59.410833333333336,58.28916666666667,22481904.0,0,1,1,2
4,NVDA,2020-01-05,2020,1,5,Sunday,59.1825,58.31166666666667,59.36416666666667,58.053333333333335,24386576.0,3,0,0,3
5,NVDA,2020-01-06,2020,1,6,Monday,59.265,58.08,59.3175,57.8175,26291248.0,1,0,0,1
6,NVDA,2020-01-07,2020,1,7,Tuesday,59.9825,59.55,60.4425,59.0975,31920576.0,2,1,0,3
7,NVDA,2020-01-08,2020,1,8,Wednesday,60.095,59.94,60.51,59.5373,27724068.0,1,0,0,1
8,NVDA,2020-01-09,2020,1,9,Thursday,60.755,60.9625,61.4824,60.2137,25544212.0,1,1,2,4
9,NVDA,2020-01-10,2020,1,10,Friday,61.08,61.8325,62.1375,60.9375,31646240.0,2,0,1,3
10,NVDA,2020-01-11,2020,1,11,Saturday,61.718333333333334,61.86,62.50736666666667,61.1875,31775428.0,2,0,1,3
11,NVDA,2020-01-12,2020,1,12,Sunday,62.35666666666666,61.8875,62.877233333333336,61.4375,31904616.0,1,0,1,2
12,NVDA,2020-01-13,2020,1,13,Monday,62.995,61.915,63.2471,61.6875,32033804.0,3,0,2,5
13,NVDA,2020-01-14,2020,1,14,Tuesday,61.82,62.565,62.82,61.6875,35957932.0,1,0,1,2
14,NVDA,2020-01-15,2020,1,15,Wednesday,61.3925,61.9475,62.1723,61.1325,26310544.0,4,0,2,6
15,NVDA,2020-01-16,2020,1,16,Thursday,62.2325,61.93,62.2925,61.6938,28419164.0,2,0,0,2
16,NVDA,2020-01-17,2020,1,17,Friday,62.32,62.425,62.5,61.8425,25379056.0,4,0,0,4
