,Stock name,Date,Year,Month,Day,dayOfWeek,Close,Open,High,Low,Volume,Positive,Negative,Neutral,Total_Tweets
0,TSLA,2020-01-01,2020,1,1,Wednesday,86.052,84.9,86.1391,84.342,47791930.0,17.0,3.0,3.0,23.0
1,TSLA,2020-01-02,2020,1,2,Thursday,86.052,84.9,86.1391,84.342,47791930.0,29.0,4.0,20.0,53.0
2,TSLA,2020-01-03,2020,1,3,Friday,88.602,88.1,90.8,87.384,88973500.0,32.0,14.0,43.0,89.0
3,TSLA,2020-01-04,2020,1,4,Saturday,89.17066666666668,88.098,90.63733333333333,87.58933333333333,76244833.33333333,16.0,6.0,23.0,45.0
4,TSLA,2020-01-05,2020,1,5,Sunday,89.73933333333333,88.09599999999999,90.47466666666666,87.79466666666667,63516166.66666667,12.0,4.0,7.0,23.0
5,TSLA,2020-01-06,2020,1,6,Monday,90.308,88.094,90.312,88.0,50787500.0,12.0,5.0,14.0,31.0
6,TSLA,2020-01-07,2020,1,7,Tuesday,93.812,92.28,94.326,90.671,91045700.0,73.0,16.0,44.0,133.0
7,TSLA,2020-01-08,2020,1,8,Wednesday,98.428,94.74,99.698,93.646,155996950.0,59.0,25.0,50.0,134.0
8,TSLA,2020-01-09,2020,1,9,Thursday,96.268,99.42,99.76,94.574,142315950.0,44.0,12.0,40.0,96.0
9,TSLA,2020-01-10,2020,1,10,Friday,95.63,96.358,96.988,94.74,64884150.0,24.0,13.0,15.0,52.0
10,TSLA,2020-01-11,2020,1,11,Saturday,98.744,97.13866666666667,99.70066666666666,95.96,87647016.66666667,10.0,2.0,17.0,29.0
11,TSLA,2020-01-12,2020,1,12,Sunday,101.85799999999999,97.91933333333334,102.41333333333334,97.18,110409883.33333334,9.0,4.0,11.0,24.0
12,TSLA,2020-01-13,2020,1,13,Monday,104.972,98.7,105.126,98.4,133172750.0,64.0,23.0,71.0,158.0
13,TSLA,2020-01-14,2020,1,14,Tuesday,107.584,108.851,109.482,104.98,145306900.0,53.0,27.0,66.0,146.0
14,TSLA,2020-01-15,2020,1,15,Wednesday,103.7,105.952,107.568,103.3571,86844150.0,29.0,11.0,25.0,65.0
15,TSLA,2020-01-16,2020,1,16,Thursday,102.698,98.75,102.892,98.434,108683250.0,36.0,15.0,42.0,93.0
16,TSLA,2020-01-17,2020,1,17,Friday,102.1,101.522,103.134,100.632,68145350.0,20.0,5.0,22.0,47.0
17,TSLA,2020-01-18,2020,1,18,Saturday,103.935,102.654,104.7795,101.89450000000001,73363350.0,12.0,3.0,17.0,32.0
18,TSLA,2020-01-19,2020,1,19,Sunday,105.77,103.786,106.425,103.15700000000001,78581350.0,11.0,2.0,14.0,27.0
19,TSLA,2020-01-20,2020,1,20,Monday,107.60499999999999,104.918,108.0705,104.4195,83799350.0,16.0,4.0,14.0,34.0
20,TSLA,2020-01-21,2020,1,21,Tuesday,109.44,106.05,109.716,105.682,89017350.0,40.0,11.0,33.0,84.0
21,TSLA,2020-01-22,2020,1,22,Wednesday,113.912,114.378,118.9,111.82,156845150.0,74.0,19.0,82.0,175.0
22,TSLA,2020-01-23,2020,1,23,Thursday,114.44,112.85,116.4,111.1205,98255200.0,44.0,18.0,41.0,103.0
23,TSLA,2020-01-24,2020,1,24,Friday,112.964,114.126,114.772,110.852,71768000.0,29.0,8.0,30.0,67.0
24,TSLA,2020-01-25,2020,1,25,Saturday,112.51066666666667,112.21666666666667,114.144,109.85333333333334,70525450.0,10.0,6.0,15.0,31.0
25,TSLA,2020-01-26,2020,1,26,Sunday,112.05733333333333,110.30733333333333,113.516,108.85466666666666,69282900.0,13.0,3.0,10.0,26.0
26,TSLA,2020-01-27,2020,1,27,Monday,111.604,108.398,112.888,107.856,68040350.0,21.0,8.0,19.0,48.0
